SOURCE_ID,COUNTRY_CODE,SOURCE_NAME,PUBLISHER,SOURCE_TYPE,ANNOUNCEMENT_DATE,LINK,SOURCE_SUMMARY,NOTES,INCLUDE_IN_TOOL
195,AZE,The Use of Renewable Energy Resources in Azerbaijan,Ministry of Energy of the Republic of Azerbaijan,Executive order,2024-03-06,https://minenergy.gov.az/en/alternativ-ve-berpa-olunan-enerji/azerbaycanda-berpa-olunan-enerji-menbelerinden-istifade,"Under the Ministry of Energy of the Republic of Azerbaijan, the Azerbaijan Renewable Energy Agency was established by decree No. 1159 of the President of the Republic of Azerbaijan in September 2020. Various relevant laws and formative legal acts have been adopted to develop the country's renewable energy sector.

The Ministry of Energy has set the main target to increase the share of the installed capacity of renewable energy to 30% in the country's overall energy balance. There are no electricity generation or installed capacity targets by 2030.",,TRUE
219,CHN,Announcement of China's 3rd Nationally Determined Contribution,"Xi Jinping, President of the People's Republic of China",Executive order,2025-09-24,https://www.mfa.gov.cn/zyxw/202509/t20250925_11716488.shtml,"Xi Jinping, President of the People's Republic of China announced the third Nationally Determined Contribution for China. In his speech he announced a series of 2035 targets. This includes an aim to reach economy-wide net  greenhouse gas emissions reduction of 7-10% from their peak and a non-fossil energy consumption to account for over 30% of total energy consumption. The total installed capacity of wind and solar power generation by 2035 will be more than six times the 2020 level, aiming to reach 3,600 GW.",,TRUE
8,CAN,2030 Emissions Reduction Plan,Government of Canada,National strategy or plans (approved),2022-03-29,https://www.canada.ca/en/services/environment/weather/climatechange/climate-plan/climate-plan-overview/emissions-reduction-2030/plan/chapter-2.html#toc6,"In the 2030 Emissions Reduction Plan, Canada committed to achieving net zero in the power sector by 2035, by establishing ""Clean Electricity Standard"". ",,TRUE
10,IND,India National Electricity Plan 2022-32  ,"India Ministry of Power, Central Electricity Authority",National strategy or plans (approved),2023-03-06,https://cea.nic.in/wp-content/uploads/irp/2023/05/NEP_2022_32_FINAL_GAZETTE-1.pdf,"The Central Electricity Authority published projected source-wise capacity and generation, and power demand in FY2031-2032, reflecting current national electricity policies. ","Table 5.8 Projected All India Installed capacity by the end of 2031-32, p. 148 
Table 5.12 for generation numbers",TRUE
12,CHN,14th Five-year Plan for Renewable Eneergy Development,National Energy Administration,National strategy or plans (approved),2022-06-01,https://chinaenergyportal.org/en/14th-five-year-plan-for-renewable-energy-development/,"The 14th Five-year Plan confirms the 1,200 GW target for solar and wind capacity by 2030 that President Xi announced in the prior year. The plan also specifies power sector targets for 2025: 33% renewables in electricity consumption, which translates to 3,300 TWh of electricity. Non-hydro renewables share is expected to be 18%. The plan lays out provincial renewable targets by designation 'clean energy bases'. ",,TRUE
22,ZAF,Integrated Resource Plan (IRP 2019),Department of Mineral Resources and Energy,National strategy or plans (approved),2019-10-17,https://www.energy.gov.za/irp/2019/IRP-2019.pdf,"South Africa’s Department of Energy has created an Integrated Resource Plan (IRP) in 2019 to define the country’s long-term energy agenda. 
South Africa’s energy sector is the largest contributor to its emissions, accounting for approximately 8-% of the country’s emissions, of which 50% are from electricity generation and liquid fuel production alone. As such, the plan refers to developments needed to augment its electricity infrastructure through measures such as affordable, diversified electricity generation sources, in conjunction with the National Development Plan 2030 and the country’s NDC submitted in 2016. An updated IRP is expected to be released in 2024. While the plan is not a target, it reflects how South Africa intends to meet its growing demand. 
","Demand forecast is from the median forecast, p. 27.
Capacity and share of generation target from p.42, Table 5.",TRUE
23,TUR,2022 TÜRKİYE NATIONAL ENERGY PLAN,Ministry of Energy and Natural Resources,National strategy or plans (approved),2022-01-01,https://enerji.gov.tr/Media/Dizin/EIGM/tr/Raporlar/TUEP/T%C3%BCrkiye_National_Energy_Plan.pdf,"In line with 2053 Net Zero target, Turkey's national energy plan was updated to boost clean power sources. The plan projects power demand to increase to in five-year increments until 2035, reaching 510.5 TWh. Power capacity, generation and share of generation for those years are given with full fuel breakdown. ","See page 22-26 (Figure 9-13) for further details.

Battery: Figure 14. Development of Battery Capacity",TRUE
25,SAU,Saudi Green Initiative,"Kingdom of Saudi Arabia, Ministry of Energy",National strategy or plans (approved),2021-03-01,https://www.greeninitiatives.gov.sa/about-sgi/sgi-targets/reducing-emissions/reduce-carbon-emissions/,"On March 31st 2021, Saudi Arabia's Crown Prince announced a major new initiative to combat climate change. The Saudi Green Initiative includes plans to generate 50% of Saudi Arabia's energy from renewables by 2030. There is no detailed information on how this target translates into their power sector development plans. ","""The Kingdom has committed to have 50% of its power generated from renewable sources by 2030.""",TRUE
40,IRN,Program for the ministry of energy in the 13th goverment,Ministry of energy,National strategy or plans (approved),2021-08-25,https://moe.gov.ir/Inner-Pages/MainNav/RulesRegulations/RuleDetail?RID=5867&DID=60975,"When Ali Akbar Mehrabian became minister of energy in 2021 a new program was announced for the ministry, including targets for the expansion of renewable capacity with an emphasis on hydropower. ",,TRUE
44,PHL,Power Development Plan 2020-2040,Department of Energy,National strategy or plans (approved),2021-01-01,"https://legacy.doe.gov.ph/power-development-plan?page=1#:~:text=To%20meet%20this%20demand%20and,Power%20Development%20Plan%202020%2D2040","The Power Sector Development Plan 2020-2040 affirms the government's target to reach at least 35% of renewables in its generation mix by 2030 and 50% by 2040. The Plan lays out a roadmap to inform relevant energy policies, including investment, transmission and power market reforms. The ""RE 35-High Demand"" scenario is used for this analysis. ","Data is taken from their results data sheet, available via a QR code on page 47.",TRUE
45,MYS,"National Energy Policy, 2022-2040","Economic Planning Unit, Prime Minister's Department",National strategy or plans (approved),2022-09-01,https://www.ekonomi.gov.my/sites/default/files/2022-09/National%20Energy%20Policy_2022_2040.pdf,"In September 2022, the Malaysian government published National Energy Policy for 2020-2040, which aligns the energy sector plans and regulations with its national strategy for economic development (Wawasan Kemakmuran Bersama 2030), and the national target to reach 31% of renewable share in installed capacity mix by 2025. It sets a target for 2040 to install 18.4 GW of renewable capacity. ",p. 27,TRUE
51,SAU,Saudi Arabia National Renewable Energy Programme,Renewable Energy Project Development Office,National strategy or plans (approved),2019-01-09,https://www.ief.org/_resources/files/events/third-ief-eu-energy-day/turki-al-shehri-24.02-repdo---ief_riyadh_v2-2.pdf,"Saudi Arabia's original Vision 2030 document specified a target of deploying 9.5 GW of renewables by 2023. In early 2019 REDPO released an update to this with a much more ambitious target of 27.3 GW by 2023 and 58.7 GW by 2030. The 2023 target is now impossible, and I have not been able to find online documents on Saudi government websites containing it - the link is an archived document. The Vision 2030 also now describes the vague 50% renewables target announced in the more recent Saudi Green Initiative. It is therefore not clear whether this is still active policy. Addiitionally, Saudi Arabia only has solar and wind for their renewables category.  This target is also recognised by the IEA  https://www.iea.org/policies/13392-saudi-green-initiative-renewable-investments","p. 2, 2030 capacity target for solar and wind. Solar includes CSP. ",TRUE
52,IND,National Statement by PM at COP26 Summit in Glasgow,Prime Minister's Office,National strategy or plans (approved),2021-11-01,https://www.pmindia.gov.in/en/news_updates/national-statement-by-pm-at-cop26-summit-in-glasgow/?comment=disable,"During COP26, Prime Minister Modi pledged that India will reach 500GW of non-fossil generation capacity by 2030. Since the announcement, the Central Electricity Authority published National Electricity Plan 2022-32. India's planned renewable capacity for FY2031-2032 sums up to 570GW, which indicates that Modi's ambition has been incorpated into the national power sector plans. 

Modi's announcement in 2021 does not give technology-specific capacity targets. The 2030 targets have been derived by applying the ratio of solar, wind, bioenergy and hydro (including small hydro) for the renewable capacity plans for FY2031-2032. ",,TRUE
